Pallet_ID,Client Id,Bulk Recommerce Short Id,Product SKU,Product Name,Original Price (MSRP),Primary Image,Category Name
BR-DECP55XH,westin_outdoor,BR-DECP55XH,2001010,"Outdoor Folding Poly Adirondack Chair, Black",$ 157.99,http://images.salsify.com/image/upload/s--J2Pm55xs--/wgxrbnympkci8eotckmx.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,2001006,"Outdoor Folding Poly Adirondack Chair, Orange",$ 157.99,http://images.salsify.com/image/upload/s--zCDhpn1e--/s5rleh2616qesjrkwvcr.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OP6001-GY,"Outdoor Adirondack Chair, Gray",$ 169.99,http://images.salsify.com/image/upload/s--gkHBouVY--/qg6pthkj3wxwctrtosfu.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OP6001-GY,"Outdoor Adirondack Chair, Gray",$ 169.99,http://images.salsify.com/image/upload/s--gkHBouVY--/qg6pthkj3wxwctrtosfu.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OP6001-GY,"Outdoor Adirondack Chair, Gray",$ 169.99,http://images.salsify.com/image/upload/s--gkHBouVY--/qg6pthkj3wxwctrtosfu.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OP6001-GY,"Outdoor Adirondack Chair, Gray",$ 169.99,http://images.salsify.com/image/upload/s--gkHBouVY--/qg6pthkj3wxwctrtosfu.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OP6001-WH,"Outdoor Adirondack Chair, White",$ 169.99,http://images.salsify.com/image/upload/s--9h-gAFsx--/axmow8lnsyizwmhqsa52.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,OP6001-WH,"Outdoor Adirondack Chair, White",$ 169.99,http://images.salsify.com/image/upload/s--9h-gAFsx--/axmow8lnsyizwmhqsa52.jpg,OUTDOOR_FURNITURE
BR-DECP55XH,westin_outdoor,BR-DECP55XH,ID303-DT-LGY-2,"Linen Fabric Upholsted Dining Chair (Set of 2), Light Gray",$ 152.99,http://images.salsify.com/image/upload/s---nQlVzlY--/b2dyvp9hwukydrc6ptdt.jpg,CHAIRS
BR-DECP55XH,westin_outdoor,BR-DECP55XH,ID303-DT-LGY-2,"Linen Fabric Upholsted Dining Chair (Set of 2), Light Gray",$ 152.99,http://images.salsify.com/image/upload/s---nQlVzlY--/b2dyvp9hwukydrc6ptdt.jpg,CHAIRS
BR-DECP55XH,westin_outdoor,BR-DECP55XH,ID302-SC-BG-2,"Linen Fabric Tufted Upholsted Side Chair (Set of 2), Beige",$ 190.99,http://images.salsify.com/image/upload/s--O4vRlZM9--/db8hlcjt3vu6lloqp62i.jpg,CHAIRS
BR-DECP55XH,westin_outdoor,BR-DECP55XH,ID302-SC-BG-2,"Linen Fabric Tufted Upholsted Side Chair (Set of 2), Beige",$ 190.99,http://images.salsify.com/image/upload/s--O4vRlZM9--/db8hlcjt3vu6lloqp62i.jpg,CHAIRS
BR-DECP55XH,westin_outdoor,BR-DECP55XH,ID401-29-CR-BG,"29 Upholstered Nail Head Bar Stool,Cherry/Beige",$ 73.99,http://images.salsify.com/image/upload/s--oRx2bPU_--/p5mqdzselxjsar53qyqx.jpg,CHAIRS
